,vertexID,X.x,vertexCentrDegree,vertexCentrCloseness,vertexCentrBetweenness,vertexPageRank,vertexHub,vertexAuthority,Ranking,X.y,cluster,btw_centrality,vertexCentrEigen
175,CHADWICK ANDREW 2013,CHADWICK ANDREW 2013,0.052805281,0.229893778,0.00241407,0.001790628,0.06612079,0.06612079,287,78,2,451.445924,0.06612079
176,CHAFFEE S 2001,CHAFFEE S 2001,0.03630363,0.221572212,0.000296197,0.001258524,0.042424761,0.042424761,449,37,2,60.92546031,0.042424761
177,CHANG T 2009,CHANG T 2009,0.100660066,0.237367803,0.004158923,0.002718466,0.344209896,0.344209896,55,226,10,883.8617575,0.344209896
291,GEERTZ C 1973,GEERTZ C 1973,0.037953795,0.225530331,0.001111682,0.001314371,0.056302119,0.056302119,409,386,1,252.3381988,0.056302119
179,CHARMAZ K 2006,CHARMAZ K 2006,0.061056106,0.235065943,0.004520676,0.002090664,0.077673405,0.077673405,198,120,2,917.5952162,0.077673405
310,GRAHAM M 2013,GRAHAM M 2013,0.037953795,0.220684632,7.21E-05,0.001241564,0.060697346,0.060697346,431,61,1,19.15329197,0.060697346
111,BOURDIEU P 1977,BOURDIEU P 1977,0.04950495,0.230681386,0.000803427,0.001665545,0.063486364,0.063486364,326,266,8,82.00758009,0.063486364
182,CHUNG D 2007,CHUNG D 2007,0.03630363,0.226035062,0.001257247,0.001305372,0.081049188,0.081049188,359,484,5,238.2956246,0.081049188
59,BARNETT GA 1999-2,BARNETT GA 1999-2,0.03630363,0.220765027,0.000214856,0.001278922,0.05461754,0.05461754,439,548,1,45.88862258,0.05461754
151,BURT RS 2000,BURT RS 2000,0.067656766,0.24298316,0.002925902,0.002130122,0.151117998,0.151117998,148,25,3,634.7823583,0.151117998
185,COHEN S 1985,COHEN S 1985,0.024752475,0.230505896,0.000468068,0.000943495,0.064686318,0.064686318,444,590,5,106.1584629,0.064686318
200,CORMAN SR 2006,CORMAN SR 2006,0.067656766,0.233436055,0.001018244,0.001896567,0.265259636,0.265259636,120,519,3,426.020828,0.265259636
187,COLEMAN J 1998,COLEMAN J 1998,0.04290429,0.233076923,0.000312256,0.001396103,0.100187523,0.100187523,295,213,5,92.74085889,0.100187523
188,COLEMAN JS 1988,COLEMAN JS 1988,0.117161716,0.250206441,0.008030682,0.003458768,0.306712592,0.306712592,38,182,5,1737.159856,0.306712592
189,COLLEONI E 2014,COLLEONI E 2014,0.056105611,0.238770686,0.002591028,0.001842861,0.080383516,0.080383516,225,5,2,551.4854429,0.080383516
467,MONGE PR 1987,MONGE PR 1987,0.067656766,0.240762813,0.000146381,0.001779927,0.391100828,0.391100828,78,397,3,44.23301367,0.391100828
203,CRESWELL J 2007,CRESWELL J 2007,0.066006601,0.240380801,0.000219951,0.001751426,0.38299465,0.38299465,79,532,3,72.44229219,0.38299465
192,CONSTANT D 1996,CONSTANT D 1996,0.064356436,0.240858506,0.001364205,0.001966049,0.166032816,0.166032816,152,564,9,328.3723156,0.166032816
263,FISCHER C 1992,FISCHER C 1992,0.061056106,0.22502785,0.001503369,0.001936587,0.09553742,0.09553742,235,593,9,289.255013,0.09553742
357,HOFSTEDE G 1980,HOFSTEDE G 1980,0.04950495,0.235248447,0.000909904,0.001586393,0.12705541,0.12705541,210,569,9,253.0192287,0.12705541
478,NEGROPONTE N 1995,NEGROPONTE N 1995,0.066006601,0.247145188,0.003092156,0.002007156,0.176776029,0.176776029,135,348,3,699.5353959,0.176776029
532,ROGERS E 2003,ROGERS E 2003,0.064356436,0.243275793,0.00364532,0.002065363,0.163809756,0.163809756,145,251,3,695.9893014,0.163809756
298,GITLIN T 1980,GITLIN T 1980,0.066006601,0.230593607,0.005340699,0.002155205,0.08009917,0.08009917,189,167,6,1025.224073,0.08009917
441,LUHMANN N 1995,LUHMANN N 1995,0.059405941,0.228506787,0.004483684,0.001983725,0.067527095,0.067527095,241,359,6,964.834918,0.067527095
10,ADAMIC LA 2003,ADAMIC LA 2003,0.062706271,0.240858506,0.002159616,0.001901913,0.197901942,0.197901942,136,116,3,442.9475218,0.197901942
25,ARAL S 2009,ARAL S 2009,0.057755776,0.237460815,0.001360783,0.001743844,0.142963114,0.142963114,174,232,3,272.2723741,0.142963114
201,COTTERELL J 2007,COTTERELL J 2007,0.018151815,0.21383204,0.001383694,0.000939633,0.026121484,0.026121484,560,350,5,273.5595242,0.026121484
350,HIMELBOIM I 2013,HIMELBOIM I 2013,0.057755776,0.237460815,0.001360783,0.001743844,0.142963114,0.142963114,175,239,3,272.2723741,0.142963114
475,MURPHY P 2010,MURPHY P 2010,0.057755776,0.238770686,0.00094453,0.001766606,0.160945765,0.160945765,163,287,3,354.6845384,0.160945765
204,CRONIN B 2000,CRONIN B 2000,0.00330033,0.200264375,0,0.000350679,0.003211532,0.003211532,599,94,5,0,0.003211532
183,CIOLEK TM 2001,CIOLEK TM 2001,0.0330033,0.218142549,0.000246699,0.001218394,0.049930414,0.049930414,456,583,1,89.05328312,0.049930414
548,SHIRKY C 2003,SHIRKY C 2003,0.057755776,0.244552058,0.00136791,0.001728711,0.160125839,0.160125839,161,349,3,303.7353309,0.160125839
207,D'HEER E 2014,D'HEER E 2014,0.056105611,0.239525692,0.001245418,0.001679843,0.150896068,0.150896068,170,208,2,290.2067976,0.150896068
208,DAFT RL 1986,DAFT RL 1986,0.04950495,0.231828615,0.00048025,0.001530681,0.122774328,0.122774328,237,585,5,103.6594803,0.122774328
209,DAHLBERG L 2001,DAHLBERG L 2001,0.024752475,0.217985612,0.000427548,0.001047759,0.023440775,0.023440775,539,127,2,92.4157267,0.023440775
230,DIMAGGIO P 2001,DIMAGGIO P 2001,0.056105611,0.240095087,0.00188029,0.001750888,0.115782036,0.115782036,186,257,3,404.6958759,0.115782036
211,DAHLGREN P 2009,DAHLGREN P 2009,0.024752475,0.223781388,0.000576177,0.000978976,0.055878026,0.055878026,464,416,2,130.1627293,0.055878026
223,DEERWESTER S 1990,DEERWESTER S 1990,0.047854785,0.233526012,0.000665543,0.001601212,0.069395189,0.069395189,318,86,8,163.6450105,0.069395189
384,KANG NW 1999,KANG NW 1999,0.056105611,0.242691229,0.00045589,0.001615443,0.195839975,0.195839975,151,284,3,119.5089352,0.195839975
423,LEWIS K 2008,LEWIS K 2008,0.056105611,0.242594075,0.00400744,0.001797519,0.132036068,0.132036068,167,125,3,819.9278614,0.132036068
215,DAWKINS R 1976,DAWKINS R 1976,0.02640264,0.233616037,0.000132026,0.00093627,0.075395115,0.075395115,414,298,2,36.18201366,0.075395115
216,DAYAN DANIEL 1992,DAYAN DANIEL 1992,0.01980198,0.208893485,0.000476968,0.000904113,0.012747271,0.012747271,577,203,2,92.82749275,0.012747271
165,CARROLL GR 2000,CARROLL GR 2000,0.054455446,0.240858506,0.001116385,0.00159512,0.186666782,0.186666782,157,481,3,222.483498,0.186666782
367,INGWERSEN P 1998,INGWERSEN P 1998,0.0330033,0.225530331,0.000370948,0.001202727,0.058184765,0.058184765,433,589,1,109.7136204,0.058184765
219,DE NOOY 2011,DE NOOY 2011,0.097359736,0.237460815,0.012822966,0.003094983,0.093600771,0.093600771,122,95,7,2755.950649,0.093600771
196,CONTRACTOR NS 2011,CONTRACTOR NS 2011,0.054455446,0.241819633,0.000672531,0.00158628,0.187698968,0.187698968,158,283,3,159.6832522,0.187698968
221,DE ZUNIGA 2012,DE ZUNIGA 2012,0.057755776,0.232272901,0.001324971,0.001739893,0.147361454,0.147361454,181,38,5,314.2321449,0.147361454
528,ROGERS E 1962,ROGERS E 1962,0.054455446,0.239904988,0.001497627,0.001745647,0.133949533,0.133949533,184,12,3,351.8087803,0.133949533
506,POPPING R 2003,POPPING R 2003,0.047854785,0.233526012,0.000665543,0.001601212,0.069395189,0.069395189,319,91,8,163.6450105,0.069395189
224,DEHUE F 2008,DEHUE F 2008,0.008250825,0.201262039,2.20E-05,0.000643564,0.004292921,0.004292921,593,351,11,4.463325917,0.004292921
225,DELLER R 2011,DELLER R 2011,0.02640264,0.215735137,0.000387995,0.00104746,0.029266522,0.029266522,531,209,2,86.23508248,0.029266522
226,DELLI CARPINI 1996,DELLI CARPINI 1996,0.01650165,0.212855638,0.000141625,0.000747738,0.028732582,0.028732582,569,253,2,28.5430798,0.028732582
44,BANDURA A 1997,BANDURA A 1997,0.047854785,0.233256351,0.000523432,0.001527449,0.127486232,0.127486232,224,388,9,137.3702535,0.127486232
228,DIANI M 1992,DIANI M 1992,0.082508251,0.24019025,0.001072979,0.002149093,0.349944072,0.349944072,76,153,10,256.7433516,0.349944072
229,DIANI M 2000,DIANI M 2000,0.075907591,0.232540292,0.001834764,0.002054449,0.302564392,0.302564392,91,423,10,373.2279012,0.302564392
580,VAN DIJK 1999,VAN DIJK 1999,0.054455446,0.241434263,0.000752994,0.001622439,0.205616723,0.205616723,150,464,3,177.410709,0.205616723
168,CASTELLS M 2000-2,CASTELLS M 2000-2,0.052805281,0.238394965,0.00210234,0.001727938,0.115395518,0.115395518,196,543,3,496.4590959,0.115395518
232,DIMMICK J 2000,DIMMICK J 2000,0.01980198,0.209037599,0.000182716,0.000845569,0.017989829,0.017989829,576,528,5,37.07324441,0.017989829
233,DIMMICK J 2003,DIMMICK J 2003,0.044554455,0.221329438,0.001649461,0.001491082,0.044725089,0.044725089,405,328,7,332.1434331,0.044725089
516,R DEVELOPMENT 2011,R DEVELOPMENT 2011,0.031353135,0.23625731,0.004122161,0.001285822,0.08248811,0.08248811,320,405,1,735.0085616,0.08248811
212,DANOWSKI J 1982,DANOWSKI J 1982,0.04620462,0.229198185,0.000906967,0.001558436,0.06694755,0.06694755,336,268,8,203.4168695,0.06694755
246,ELLISON NB 2007-2,ELLISON NB 2007-2,0.052805281,0.238770686,0.002557803,0.001728299,0.115728299,0.115728299,195,115,3,447.7384693,0.115728299
341,HEIDER F 1958,HEIDER F 1958,0.052805281,0.232808298,0.00196302,0.001784586,0.078249204,0.078249204,262,8,3,414.5753942,0.078249204
238,DOUGHTY M 2012,DOUGHTY M 2012,0.028052805,0.215965788,0.000318516,0.0011439,0.023735956,0.023735956,527,319,2,73.66445644,0.023735956
239,DOWNEY J 2003,DOWNEY J 2003,0.024752475,0.217985612,0.000427548,0.001047759,0.023440775,0.023440775,540,128,2,92.4157267,0.023440775
240,DOWNING JOHN 2001,DOWNING JOHN 2001,0.031353135,0.216196932,0.001125989,0.001274875,0.024228531,0.024228531,505,320,2,247.8510545,0.024228531
241,DRUCKMAN JN 2007,DRUCKMAN JN 2007,0.021452145,0.205354117,0.000160428,0.000955391,0.017754655,0.017754655,573,535,4,32.41470119,0.017754655
242,DUGGAN M 2015,DUGGAN M 2015,0.01320132,0.214285714,0.000722357,0.000732145,0.014881477,0.014881477,578,17,2,138.0050662,0.014881477
243,EARL J 2011,EARL J 2011,0.03960396,0.223286662,0.000712343,0.001381527,0.05209941,0.05209941,411,355,2,119.6467992,0.05209941
244,EGAN T 1996,EGAN T 1996,0,0.001647446,0,0.000247811,0,0,606.5,607,16,0,0
590,WEBER MS 2011,WEBER MS 2011,0.052805281,0.241050119,0.000451825,0.001569318,0.168200818,0.168200818,168,292,3,104.7544956,0.168200818
47,BARABASI A 2003,BARABASI A 2003,0.051155116,0.24019025,0.001263801,0.001577893,0.132835465,0.132835465,190,344,3,252.1038738,0.132835465
247,ELLISON NB 2007-3,ELLISON NB 2007-3,0.04290429,0.230068337,0.000665714,0.001413722,0.097346844,0.097346844,306,485,5,146.5833962,0.097346844
248,ELLISON NB 2014,ELLISON NB 2014,0.03960396,0.234792716,0.000203209,0.001239796,0.150397629,0.150397629,228,27,5,60.29376382,0.150397629
130,BRUNN SD 2001,BRUNN SD 2001,0.051155116,0.236073237,0.001951784,0.001692002,0.122716302,0.122716302,197,447,3,387.2770657,0.122716302
250,EMIRBAYER M 1997,EMIRBAYER M 1997,0.037953795,0.226119403,0.000195145,0.001266373,0.08425458,0.08425458,366,486,5,45.17944495,0.08425458
280,GAMSON WA 1989,GAMSON WA 1989,0.057755776,0.220524017,0.003162958,0.002046507,0.033667769,0.033667769,331,129,6,604.620155,0.033667769
354,HINE C 2000,HINE C 2000,0.04950495,0.229632437,0.002212154,0.001641386,0.078486685,0.078486685,289,426,3,449.7998067,0.078486685
14,ALBERT R 1999,ALBERT R 1999,0.047854785,0.238020424,0.00180396,0.00155573,0.117069539,0.117069539,215,445,3,385.390631,0.117069539
74,BENKLER Y 2002,BENKLER Y 2002,0.047854785,0.241819633,0.000321382,0.001432127,0.167824695,0.167824695,177,307,3,90.15693665,0.167824695
255,FEENBERG ANDREW 1999,FEENBERG ANDREW 1999,0.00330033,0.197201432,2.73E-06,0.000348625,0.003407655,0.003407655,600,503,5,0.634969134,0.003407655
256,FELD SL 1981,FELD SL 1981,0.079207921,0.243961353,0.003150954,0.002359777,0.184612477,0.184612477,124,293,5,661.1505951,0.184612477
257,FERNBACK J 2007,FERNBACK J 2007,0.021452145,0.210197711,0.000572712,0.001015766,0.015269821,0.015269821,566,18,2,112.2820211,0.015269821
89,BIMBER B 2012,BIMBER B 2012,0.047854785,0.241819633,0.000321382,0.001432127,0.167824695,0.167824695,178,308,3,90.15693665,0.167824695
259,FESTINGER L 1957,FESTINGER L 1957,0.054455446,0.221653255,0.002189714,0.001820848,0.053915753,0.053915753,329,236,7,460.5888396,0.053915753
260,FESTL R 2013,FESTL R 2013,0.008250825,0.201262039,2.20E-05,0.000643564,0.004292921,0.004292921,594,352,11,4.463325917,0.004292921
107,BORGATTI SP 2003-1,BORGATTI SP 2003-1,0.047854785,0.23699648,0.001555597,0.001524022,0.1139669,0.1139669,230,97,9,313.6523492,0.1139669
148,BURT RS 1987,BURT RS 1987,0.047854785,0.237926973,0.000528447,0.001449427,0.148581262,0.148581262,194,281,3,137.3618259,0.148581262
227,DESANCTIS G 1994,DESANCTIS G 1994,0.04620462,0.232183908,0.000601776,0.001503622,0.109770107,0.109770107,256,565,9,117.2774005,0.109770107
264,FLANAGIN AJ 2001,FLANAGIN AJ 2001,0.041254125,0.22246696,0.000487721,0.001369683,0.073483364,0.073483364,380,594,5,112.0163857,0.073483364
164,CARRINGTON P 2005,CARRINGTON P 2005,0.047854785,0.2375539,0.002541154,0.001655905,0.073482351,0.073482351,275,235,3,476.9519705,0.073482351
323,HALAVAIS A 2003,HALAVAIS A 2003,0.04620462,0.238020424,0.001779316,0.001526778,0.117754447,0.117754447,218,425,3,313.8303472,0.117754447
267,FOOT K 2006,FOOT K 2006,0.04950495,0.233436055,0.001926737,0.001594765,0.143137934,0.143137934,187,452,4,372.6538662,0.143137934
301,GLASER BG 1965,GLASER BG 1965,0.04620462,0.230681386,0.00120202,0.001562433,0.063453042,0.063453042,333,270,8,266.8698364,0.063453042
269,FOUCAULT MICHEL 1980,FOUCAULT MICHEL 1980,0.041254125,0.237833595,0.000469874,0.001364573,0.111372567,0.111372567,264,154,2,125.0333189,0.111372567
270,FREELON D 2014,FREELON D 2014,0.031353135,0.222876057,0.000600298,0.001157476,0.032474948,0.032474948,475,121,2,126.850139,0.032474948
106,BORGATTI SP 2002,BORGATTI SP 2002,0.044554455,0.229981025,0.001679732,0.00153249,0.084687592,0.084687592,304,501,3,377.30383,0.084687592
313,GRANOVETTER M 1985,GRANOVETTER M 1985,0.044554455,0.23388653,0.00170565,0.001488346,0.088718353,0.088718353,286,295,3,350.598705,0.088718353
319,HABERMAS JURGEN 1989,HABERMAS JURGEN 1989,0.044554455,0.237833595,0.004547378,0.001626213,0.064950847,0.064950847,281,14,3,755.4970568,0.064950847
274,FRIEDLAND LA 2006,FRIEDLAND LA 2006,0.054455446,0.231828615,0.000787397,0.001733038,0.08272307,0.08272307,271,39,2,191.3008142,0.08272307
195,CONTRACTOR NS 2006,CONTRACTOR NS 2006,0.04290429,0.23644167,0.000549155,0.001319156,0.137744697,0.137744697,226,310,3,141.4995003,0.137744697
276,FULK J 1990,FULK J 1990,0.04620462,0.232183908,0.000601776,0.001503622,0.109770107,0.109770107,257,567,9,117.2774005,0.109770107
416,LEA M 1991,LEA M 1991,0.04620462,0.232183908,0.000601776,0.001503622,0.109770107,0.109770107,258,570,9,117.2774005,0.109770107
278,FULK J 1996,FULK J 1996,0.064356436,0.235248447,0.000863802,0.001718406,0.279321491,0.279321491,119,478,10,216.3885532,0.279321491
279,FULK T 1996,FULK T 1996,0.066006601,0.228765572,0.000202513,0.001722657,0.301401351,0.301401351,115,246,10,54.60037215,0.301401351
315,GRIMMER J 2013,GRIMMER J 2013,0.056105611,0.225866567,0.004356474,0.001960468,0.037459634,0.037459634,313,13,6,928.6500886,0.037459634
281,GAMSON WA 1991,GAMSON WA 1991,0.02310231,0.215046132,7.17E-05,0.000903202,0.035857738,0.035857738,546,356,2,16.37187117,0.035857738
282,GANLEY D 2009,GANLEY D 2009,0.064356436,0.238770686,0.000938001,0.001921125,0.183682651,0.183682651,149,28,5,259.819489,0.183682651
283,GANS H 1979,GANS H 1979,0.04290429,0.231562858,0.000795146,0.00139114,0.088217621,0.088217621,323,210,2,236.1565774,0.088217621
284,GANS HERBERT 1999,GANS HERBERT 1999,0.037953795,0.225111441,0.001032834,0.001318749,0.045294964,0.045294964,424,100,2,209.6462716,0.045294964
285,GARRETT R 2006,GARRETT R 2006,0.021452145,0.211518325,0.000327564,0.000950497,0.014029538,0.014029538,568,442,2,66.1381613,0.014029538
286,GARRETT RK 2009,GARRETT RK 2009,0.064356436,0.232361963,0.001640797,0.002012769,0.080937333,0.080937333,219,237,7,299.1309797,0.080937333
287,GARRETT RK 2011,GARRETT RK 2011,0.04950495,0.229545455,0.001249821,0.001628552,0.06116383,0.06116383,328,7,7,260.5460645,0.06116383
288,GARRETT RK 2013,GARRETT RK 2013,0.044554455,0.228334589,0.000306323,0.001441886,0.06199329,0.06199329,367,258,7,68.18771464,0.06199329
289,GARRETT RK 2014,GARRETT RK 2014,0.044554455,0.220363636,0.000286147,0.001460622,0.047408912,0.047408912,417,101,7,61.45652926,0.047408912
254,FEELEY TH 1997,FEELEY TH 1997,0.04290429,0.236073237,0.001136476,0.001427393,0.119088562,0.119088562,245,477,3,229.7265402,0.119088562
589,WATTS DJ 1998,WATTS DJ 1998,0.031353135,0.240095087,0.006742975,0.001393718,0.099265017,0.099265017,244,119,1,1254.960864,0.099265017
292,GENTZKOW M 2011,GENTZKOW M 2011,0.064356436,0.244059605,0.002077965,0.001940156,0.140288258,0.140288258,159,102,7,424.3425471,0.140288258
293,GERBAUDO P 2012,GERBAUDO P 2012,0.02640264,0.212333567,0.000417612,0.001118066,0.017781922,0.017781922,554,142,2,85.24022797,0.017781922
294,GERHARDS J 2010,GERHARDS J 2010,0.02310231,0.217594255,0.000251655,0.000987274,0.021856128,0.021856128,550,20,2,55.20361011,0.021856128
295,GESER HANS 2004,GESER HANS 2004,0.01650165,0.206614388,4.97E-05,0.000731705,0.01887157,0.01887157,581,229,5,13.64226419,0.01887157
296,GIBSON R 2004,GIBSON R 2004,0.04620462,0.233256351,0.001684051,0.001497103,0.138706346,0.138706346,205,458,4,320.2573203,0.138706346
505,POOLE M 1990,POOLE M 1990,0.04620462,0.232183908,0.000601776,0.001503622,0.109770107,0.109770107,259,571,9,117.2774005,0.109770107
440,LOWREY W 2006,LOWREY W 2006,0.054455446,0.232006126,0.003224189,0.001759031,0.077633806,0.077633806,252,400,6,741.4861665,0.077633806
299,GLANCE N 2005,GLANCE N 2005,0.04290429,0.237460815,0.001360541,0.001429372,0.083036267,0.083036267,299,238,3,285.8194533,0.083036267
524,RICE RE 1993,RICE RE 1993,0.04620462,0.229198185,0.000906967,0.001558436,0.06694755,0.06694755,337,274,8,203.4168695,0.06694755
347,HEYMANN S 2009,HEYMANN S 2009,0.044554455,0.24019025,0.001482588,0.001505074,0.105776607,0.105776607,242,89,8,359.7852233,0.105776607
302,GOFFMAN E 1959,GOFFMAN E 1959,0.037953795,0.229632437,0.00147165,0.001352157,0.053996539,0.053996539,391,294,2,349.7827898,0.053996539
198,COOMBS WT 2007-2,COOMBS WT 2007-2,0.051155116,0.233166603,0.005983599,0.001743954,0.059718203,0.059718203,263,165,6,1225.621982,0.059718203
304,GONZALEZ-BAILON S 2009-1,GONZALEZ-BAILON S 2009-1,0.066006601,0.228765572,0.000202513,0.001722657,0.301401351,0.301401351,116,247,10,54.60037215,0.301401351
305,GONZALEZ-BAILON S 2009-2,GONZALEZ-BAILON S 2009-2,0.097359736,0.232987313,0.000715614,0.002434929,0.428727599,0.428727599,47,508,10,136.2718602,0.428727599
306,GOODREAU SM 2007,GOODREAU SM 2007,0.066006601,0.228765572,0.000202513,0.001722657,0.301401351,0.301401351,117,248,10,54.60037215,0.301401351
332,HARGITTAI E 2008,HARGITTAI E 2008,0.04290429,0.239242006,0.000695167,0.001371127,0.114674626,0.114674626,250,346,3,143.0245271,0.114674626
308,GRABE ME 2000,GRABE ME 2000,0.00330033,0.192932187,0,0.000346581,0.003327598,0.003327598,603,371,7,0,0.003327598
383,KALMIJN M 1998,KALMIJN M 1998,0.04290429,0.236626318,0.001340753,0.001421999,0.099552294,0.099552294,274,242,3,276.0162485,0.099552294
30,AU KY 1999,AU KY 1999,0.02970297,0.224944321,0.000203475,0.001057481,0.057543119,0.057543119,447,110,1,60.61721529,0.057543119
413,LATOUR B 2005,LATOUR B 2005,0.04290429,0.239904988,0.004847957,0.001581286,0.106632558,0.106632558,209,280,3,930.2260597,0.106632558
86,BIMBER B 2003-1,BIMBER B 2003-1,0.041254125,0.23774029,0.003074589,0.001409823,0.101477379,0.101477379,254,345,3,558.6815482,0.101477379
330,HANSEN DL 2011,HANSEN DL 2011,0.041254125,0.241146041,0.000714204,0.001372206,0.097291354,0.097291354,279,299,3,153.866851,0.097291354
379,JOYCE E 2006,JOYCE E 2006,0.041254125,0.234067207,0.001202482,0.001395659,0.082061842,0.082061842,324,240,3,251.6843406,0.082061842
343,HELLSTEN I 2010,HELLSTEN I 2010,0.051155116,0.223286662,0.00180748,0.001779256,0.033840563,0.033840563,378,170,6,197.743787,0.033840563
316,GRINTER RE 2001,GRINTER RE 2001,0.01980198,0.217750629,0.000147112,0.000804123,0.043999033,0.043999033,537,230,5,34.49391418,0.043999033
492,PARK HW 2002-2,PARK HW 2002-2,0.041254125,0.233976834,0.000206625,0.00126093,0.158885796,0.158885796,212,421,3,42.89926942,0.158885796
576,UZZI B 1997,UZZI B 1997,0.041254125,0.231209462,0.000466814,0.001267252,0.145693637,0.145693637,238,525,3,120.1836307,0.145693637
584,VON HIPPEL 2003,VON HIPPEL 2003,0.041254125,0.2375539,0.000612618,0.001283054,0.139138448,0.139138448,227,316,3,171.0618685,0.139138448
123,BREIGER RL 1975,BREIGER RL 1975,0.03960396,0.233436055,0.000167658,0.001237617,0.145260703,0.145260703,240,457,3,54.10245032,0.145260703
321,HABERMAS JURGEN 1996,HABERMAS JURGEN 1996,0.024752475,0.217985612,0.000427548,0.001047759,0.023440775,0.023440775,541,130,2,92.4157267,0.023440775
262,FININ T 2008,FININ T 2008,0.03960396,0.239336493,0.001056514,0.001383011,0.10175669,0.10175669,276,430,3,389.8333465,0.10175669
309,GRABER D 2001,GRABER D 2001,0.03960396,0.231917336,0.002645935,0.001336141,0.136968487,0.136968487,229,372,3,485.7968744,0.136968487
324,HALL STUART 1997,HALL STUART 1997,0.02970297,0.234520124,0.00156031,0.001137134,0.060670574,0.060670574,400,495,2,332.4943335,0.060670574
325,HALLIN DC 2004,HALLIN DC 2004,0.080858086,0.242206235,0.006453387,0.002528137,0.135493108,0.135493108,130,211,2,954.4114667,0.135493108
326,HAMPTON K 2003,HAMPTON K 2003,0.03630363,0.232094983,0.000338369,0.001223949,0.082030722,0.082030722,357,214,5,87.48070834,0.082030722
327,HAN JY 2011,HAN JY 2011,0.018151815,0.216893343,0.000534158,0.000818531,0.015681054,0.015681054,567,123,2,107.60504,0.015681054
328,HANNEMAN RA 2011,HANNEMAN RA 2011,0.041254125,0.231739962,0.000210551,0.001359857,0.075782415,0.075782415,347,79,2,57.97358774,0.075782415
214,DAVIS R 1999,DAVIS R 1999,0.037953795,0.234883721,0.000849359,0.001291879,0.104200653,0.104200653,296,412,3,190.484467,0.104200653
231,DIMAGGIO PJ 1983,DIMAGGIO PJ 1983,0.037953795,0.235339806,0.003115793,0.001283518,0.11162837,0.11162837,261,245,3,586.2495074,0.11162837
331,HARDT M 2004,HARDT M 2004,0.03630363,0.235889451,0.001083583,0.001236654,0.099618305,0.099618305,312,357,2,257.8960476,0.099618305
253,FAZIO RH 1995,FAZIO RH 1995,0.037953795,0.221329438,0.000538893,0.001306888,0.040302896,0.040302896,446,99,3,113.448512,0.040302896
536,ROGERS RICHARD 2010,ROGERS RICHARD 2010,0.037953795,0.231209462,0.001035865,0.001304757,0.084956479,0.084956479,339,150,3,243.7998426,0.084956479
132,BRUNS A 2007,BRUNS A 2007,0.03630363,0.220845481,0.000955142,0.001305688,0.054539494,0.054539494,432,145,3,193.8471653,0.054539494
169,CASTELLS M 2007,CASTELLS M 2007,0.04950495,0.219326819,0.00334061,0.001788081,0.027079343,0.027079343,388,399,6,672.998307,0.027079343
336,HAYTHOMTHWAITE C 1996,HAYTHOMTHWAITE C 1996,0.028052805,0.232629559,0.000237842,0.001005759,0.076930382,0.076930382,408,539,5,54.89176808,0.076930382
337,HAYTHORNTHWAITE C 1998,HAYTHORNTHWAITE C 1998,0.089108911,0.24201278,0.004175259,0.002666564,0.203358473,0.203358473,106,487,5,879.2140974,0.203358473
338,HAYTHORNTHWAITE C 2000,HAYTHORNTHWAITE C 2000,0.021452145,0.213756614,0.000192192,0.000873005,0.031566763,0.031566763,561,540,5,39.8246933,0.031566763
339,HAYTHORNTHWAITE C 2002-1,HAYTHORNTHWAITE C 2002-1,0.054455446,0.234338747,0.002128742,0.001839473,0.102767298,0.102767298,211,183,5,510.6633365,0.102767298
340,HAYTHORNTHWAITE C 2002-2,HAYTHORNTHWAITE C 2002-2,0.057755776,0.230330673,0.000376498,0.00173399,0.156460894,0.156460894,180,215,5,104.0225164,0.156460894
174,CHADWICK A 2011,CHADWICK A 2011,0.03630363,0.231562858,0.000538088,0.001204265,0.077208109,0.077208109,371,435,3,116.120883,0.077208109
554,SLAUGHTER AM 2009,SLAUGHTER AM 2009,0.02970297,0.236626318,0.000138121,0.001038744,0.094224588,0.094224588,355,422,1,43.63599807,0.094224588
569,SWEETSER KD 2007,SWEETSER KD 2007,0.04950495,0.231474408,0.00305288,0.001706624,0.068105352,0.068105352,288,401,6,768.2949516,0.068105352
344,HERRING S 2002,HERRING S 2002,0.034653465,0.234701782,0.001128784,0.00124035,0.076204968,0.076204968,354,497,2,317.6652443,0.076204968
186,COLEMAN J 1990,COLEMAN J 1990,0.03630363,0.239431055,0.000423008,0.001207785,0.117422344,0.117422344,278,437,3,115.7121828,0.117422344
346,HESSE BW 2005,HESSE BW 2005,0.00990099,0.204660588,0.000274037,0.000644829,0.005997441,0.005997441,589,108,4,51.72940167,0.005997441
406,KRIPPENDORFF K 2004,KRIPPENDORFF K 2004,0.044554455,0.232094983,0.000591897,0.001475751,0.069806505,0.069806505,335,272,8,153.2591526,0.069806505
348,HILL K 1998,HILL K 1998,0.070957096,0.229458538,0.003078789,0.001966832,0.292784251,0.292784251,104,509,10,642.2779661,0.292784251
342,HELD D 1999,HELD D 1999,0.02640264,0.218142549,0.00062643,0.001048608,0.036176144,0.036176144,515,365,1,146.5967047,0.036176144
275,FRUCHTERMAN TMJ 1991,FRUCHTERMAN TMJ 1991,0.03630363,0.235065943,0.00180218,0.001294163,0.077426902,0.077426902,338,197,3,351.1196349,0.077426902
449,MARSDEN PV 1990,MARSDEN PV 1990,0.03630363,0.230155716,0.000468903,0.001311981,0.0767518,0.0767518,362,560,3,89.45205364,0.0767518
